period,Find.Territory,Source.Territory,Find.Site,Source.Site,sites.counts
Hellenistic,Egypt,Anatolia,Alexandria,Cos (Caria),6
Hellenistic,Egypt,Anatolia,Alexandria,Phocaea,1
Hellenistic,Egypt,Anatolia,Alexandria,Priene,1
Hellenistic,Egypt,Anatolia,Alexandria,Rhodes,13
Hellenistic,Egypt,Anatolia,Alexandria,Sardis,1
Hellenistic,Egypt,Anatolia,Alexandria,Side,1
Hellenistic,Egypt,Anatolia,Alexandria,uncertain,1
Hellenistic,Egypt,Anatolia,Saqqara,Rhodes,1
Hellenistic,Egypt,Balkans,Alexandria,Apollonia,1
Hellenistic,Egypt,Balkans,Alexandria,uncertain,5
Hellenistic,Egypt,Balkans,Saqqara,Delos,1
Hellenistic,Egypt,Balkans,Saqqara,Pella?,1
Hellenistic,Egypt,Cilicia,Alexandria,Tarsus?,1
Hellenistic,Egypt,Cyprus,Alexandria,Paphos,1
Hellenistic,Egypt,Cyprus,Saqqara,Salamis,1
Hellenistic,Egypt,Egypt,Alexandria,Alexandria,851
Hellenistic,Egypt,Egypt,Saqqara,Alexandria,118
Hellenistic,Egypt,Egypt,Saqqara,Memphis,2
Hellenistic,Egypt,Egypt,Saqqara,uncertain,57
Hellenistic,Egypt,Italy/Sicily,Alexandria,uncertain,1
Hellenistic,Egypt,Southern Levant,Alexandria,Joppa,1
Hellenistic,Egypt,Syria,Alexandria,Tyre,1
Hellenistic,Egypt,Syria,Alexandria,uncertain,1
Hellenistic,Egypt,Syria,Saqqara,Tyre,1
Hellenistic,Italy/Sicily,Africa,Cosa,Masinissa (Numidia),1
Hellenistic,Italy/Sicily,Africa,Ordona,Cirta,1
Hellenistic,Italy/Sicily,Balkans,Ordona,Argos,1
Hellenistic,Italy/Sicily,Balkans,Ordona,uncertain,1
Hellenistic,Italy/Sicily,Egypt,Cosa,Ptolemais,1
Hellenistic,Italy/Sicily,Italy/Sicily,Cosa,Campania,2
Hellenistic,Italy/Sicily,Italy/Sicily,Cosa,Catania,1
Hellenistic,Italy/Sicily,Italy/Sicily,Cosa,Cosa,1
Hellenistic,Italy/Sicily,Italy/Sicily,Cosa,Naples,3
Hellenistic,Italy/Sicily,Italy/Sicily,Cosa,Rome?,34
Hellenistic,Italy/Sicily,Italy/Sicily,Cosa,Sardinia,3
Hellenistic,Italy/Sicily,Italy/Sicily,Cosa,Syracuse,1
Hellenistic,Italy/Sicily,Italy/Sicily,Cosa,uncertain,1
Hellenistic,Italy/Sicily,Italy/Sicily,Cosa,Velia,1
Hellenistic,Italy/Sicily,Italy/Sicily,Minturnae,Neapolis,4
Hellenistic,Italy/Sicily,Italy/Sicily,Minturnae,Rhegium,1
Hellenistic,Italy/Sicily,Italy/Sicily,Minturnae,Rome?,51
Hellenistic,Italy/Sicily,Italy/Sicily,Minturnae,Rome? ,12
Hellenistic,Italy/Sicily,Italy/Sicily,Ordona,Arpi,5
Hellenistic,Italy/Sicily,Italy/Sicily,Ordona,Arpi (Apulia),2
Hellenistic,Italy/Sicily,Italy/Sicily,Ordona,Asculum,1
Hellenistic,Italy/Sicily,Italy/Sicily,Ordona,Campania,1
Hellenistic,Italy/Sicily,Italy/Sicily,Ordona,Luceria,2
Hellenistic,Italy/Sicily,Italy/Sicily,Ordona,Paestum,1
Hellenistic,Italy/Sicily,Italy/Sicily,Ordona,Rome,30
Hellenistic,Italy/Sicily,Italy/Sicily,Ordona,Suessa Aurunca,1
Hellenistic,Italy/Sicily,Italy/Sicily,Ordona,uncertain,3
Hellenistic,Italy/Sicily,West,Cosa,Ebusus,1
Hellenistic,Italy/Sicily,West,Cosa,Massalia,3
Hellenistic,Southern Levant,Africa,Samaria,Cyrene,1
Hellenistic,Southern Levant,Anatolia,Caesarea Maritima,Cyme (aeolis),1
Hellenistic,Southern Levant,Anatolia,Caesarea Maritima,Side (Pamphylia),1
Hellenistic,Southern Levant,Anatolia,Horvat 'Eleq,Side,1
Hellenistic,Southern Levant,Anatolia,Horvat 'Eleq,uncertain,1
Hellenistic,Southern Levant,Anatolia,Jaffa,Colophon,1
Hellenistic,Southern Levant,Anatolia,Jaffa,Side,4
Hellenistic,Southern Levant,Anatolia,Jerusalem,Side,1
Hellenistic,Southern Levant,Anatolia,Samaria,Side,4
Hellenistic,Southern Levant,Balkans,Horvat 'Eleq,Axus,1
Hellenistic,Southern Levant,Balkans,Jaffa,uncertain,11
Hellenistic,Southern Levant,Balkans,Samaria,uncertain,2
Hellenistic,Southern Levant,Cyprus,Bethsaida,Salamis,4
Hellenistic,Southern Levant,Cyprus,Nessana,uncertain,1
Hellenistic,Southern Levant,Cyprus,Samaria,uncertain,1
Hellenistic,Southern Levant,East,Horvat 'Eleq,Babylon,1
Hellenistic,Southern Levant,East,Jaffa,Babylon,1
Hellenistic,Southern Levant,Egypt,Bethsaida,Alexandria,19
Hellenistic,Southern Levant,Egypt,Horvat 'Eleq,Alexandria,6
Hellenistic,Southern Levant,Egypt,Jaffa,Alexandria,7
Hellenistic,Southern Levant,Egypt,Jerusalem,Alexandria,2
Hellenistic,Southern Levant,Egypt,Masada,Alexandria,5
Hellenistic,Southern Levant,Egypt,Nessana,uncertain,1
Hellenistic,Southern Levant,Egypt,Pella,Alexandria,3
Hellenistic,Southern Levant,Egypt,Qiryat Sefer,Alexandria,1
Hellenistic,Southern Levant,Egypt,Tel Anafa,Alexandria,16
Hellenistic,Southern Levant,Egypt,Tel Jezreel,uncertain,1
Hellenistic,Southern Levant,Italy/Sicily,Horvat 'Eleq,Rome,1
Hellenistic,Southern Levant,Italy/Sicily,Jaffa,Acragas,1
Hellenistic,Southern Levant,Italy/Sicily,Masada,Rome,1
Hellenistic,Southern Levant,Southern Levant,Bethsaida,Jerusalem,10
Hellenistic,Southern Levant,Southern Levant,Caesarea Maritima,Jerusalem,3
Hellenistic,Southern Levant,Southern Levant,En-Gedi,Jerusalem,7
Hellenistic,Southern Levant,Southern Levant,Jaffa,uncertain,30
Hellenistic,Southern Levant,Southern Levant,Jerash,uncertain,4
Hellenistic,Southern Levant,Southern Levant,Jerusalem,Jerusalem,11
Hellenistic,Southern Levant,Southern Levant,Jerusalem,uncertain,542
Hellenistic,Southern Levant,Southern Levant,Masada,Jerusalem,84
Hellenistic,Southern Levant,Southern Levant,Nessana,Jewish,2
Hellenistic,Southern Levant,Southern Levant,Pella,uncertain,17
Hellenistic,Southern Levant,Southern Levant,Qiryat Sefer,Jerusalem,13
Hellenistic,Southern Levant,Southern Levant,Samaria,Ascalon,1
Hellenistic,Southern Levant,Southern Levant,Samaria,Gaza,2
Hellenistic,Southern Levant,Southern Levant,Samaria,Palestine,48
Hellenistic,Southern Levant,Southern Levant,Samaria,uncertain,4
Hellenistic,Southern Levant,Southern Levant,Tel Anafa,uncertain,3
Hellenistic,Southern Levant,Southern Levant,Tel Beth-Shean,uncertain,4
Hellenistic,Southern Levant,Syria,Bethsaida,Sidon,1
Hellenistic,Southern Levant,Syria,Bethsaida,Tyre,35
Hellenistic,Southern Levant,Syria,Caesarea Maritima,Ake-Ptolemais,7
Hellenistic,Southern Levant,Syria,Caesarea Maritima,Ake-Ptolemais?,1
Hellenistic,Southern Levant,Syria,Caesarea Maritima,Antioch,13
Hellenistic,Southern Levant,Syria,Caesarea Maritima,Damascus?,1
Hellenistic,Southern Levant,Syria,Caesarea Maritima,Tyre,11
Hellenistic,Southern Levant,Syria,En-Gedi,Antioch?,1
Hellenistic,Southern Levant,Syria,Horvat 'Eleq,Ake-Ptolemais,8
Hellenistic,Southern Levant,Syria,Horvat 'Eleq,Antioch,11
Hellenistic,Southern Levant,Syria,Horvat 'Eleq,Seleucia?,1
Hellenistic,Southern Levant,Syria,Horvat 'Eleq,Tyre,15
Hellenistic,Southern Levant,Syria,Jaffa,Ake-Ptolemais,9
Hellenistic,Southern Levant,Syria,Jaffa,Antioch,22
Hellenistic,Southern Levant,Syria,Jaffa,Apamea,1
Hellenistic,Southern Levant,Syria,Jaffa,Sidon,2
Hellenistic,Southern Levant,Syria,Jaffa,Tyre,10
Hellenistic,Southern Levant,Syria,Jerash,Ake-Ptolemais,2
Hellenistic,Southern Levant,Syria,Jerash,Aradus,1
Hellenistic,Southern Levant,Syria,Jerash,Damascus,1
Hellenistic,Southern Levant,Syria,Jerash,Sidon,1
Hellenistic,Southern Levant,Syria,Jerash,Tyre,2
Hellenistic,Southern Levant,Syria,Jerusalem,Ake-Ptolemais,13
Hellenistic,Southern Levant,Syria,Jerusalem,Antioch,4
Hellenistic,Southern Levant,Syria,Jerusalem,Berytus,1
Hellenistic,Southern Levant,Syria,Jerusalem,Damascus,1
Hellenistic,Southern Levant,Syria,Jerusalem,Seleucis?,5
Hellenistic,Southern Levant,Syria,Jerusalem,Sidon,1
Hellenistic,Southern Levant,Syria,Masada,Ake-Ptolemais,4
Hellenistic,Southern Levant,Syria,Masada,Apamea,1
Hellenistic,Southern Levant,Syria,Masada,Sidon,1
Hellenistic,Southern Levant,Syria,Masada,Tyre,4
Hellenistic,Southern Levant,Syria,Masada,Tyre?,1
Hellenistic,Southern Levant,Syria,Paneas,Tyre,3
Hellenistic,Southern Levant,Syria,Pella,Ake-Ptolemais,13
Hellenistic,Southern Levant,Syria,Pella,Antioch,6
Hellenistic,Southern Levant,Syria,Pella,Damascus,7
Hellenistic,Southern Levant,Syria,Pella,Sidon,1
Hellenistic,Southern Levant,Syria,Pella,Tyre,4
Hellenistic,Southern Levant,Syria,Pella,Tyre?,2
Hellenistic,Southern Levant,Syria,Qiryat Sefer,Ake-Ptolemais,1
Hellenistic,Southern Levant,Syria,Qiryat Sefer,Ake-Ptolemais?,1
Hellenistic,Southern Levant,Syria,Qiryat Sefer,Antioch,4
Hellenistic,Southern Levant,Syria,Qiryat Sefer,Tyre,2
Hellenistic,Southern Levant,Syria,Samaria,Antioch,1
Hellenistic,Southern Levant,Syria,Samaria,Aradus,3
Hellenistic,Southern Levant,Syria,Samaria,Ptolemais-Ake,49
Hellenistic,Southern Levant,Syria,Samaria,Tripolis,1
Hellenistic,Southern Levant,Syria,Samaria,Tyre,13
Hellenistic,Southern Levant,Syria,Samaria,uncertain,3
Hellenistic,Southern Levant,Syria,Tel Anafa,Ake-Ptolemais,2
Hellenistic,Southern Levant,Syria,Tel Anafa,Antioch,32
Hellenistic,Southern Levant,Syria,Tel Anafa,Aradus,2
Hellenistic,Southern Levant,Syria,Tel Anafa,Damascus,7
Hellenistic,Southern Levant,Syria,Tel Anafa,Sidon,81
Hellenistic,Southern Levant,Syria,Tel Anafa,Tyre,58
Hellenistic,Southern Levant,Syria,Tel Anafa,uncertain,1
Hellenistic,Southern Levant,Syria,Tel Beth-Shean,Ake-Ptolemais,2
Hellenistic,Southern Levant,Syria,Tel Beth-Shean,Antioch,2
Hellenistic,Southern Levant,Syria,Tel Beth-Shean,Tyre,2
Hellenistic,Southern Levant,Syria,Tel Jezreel,Antioch,3
Hellenistic,Syria,Anatolia,Antioch,Phocaea,1
Hellenistic,Syria,Anatolia,Antioch,Side,1
Hellenistic,Syria,Anatolia,Berytus,Cnidus,1
Hellenistic,Syria,Anatolia,Berytus,Cos,1
Hellenistic,Syria,Anatolia,Berytus,Ionia,1
Hellenistic,Syria,Anatolia,Berytus,Miletus,1
Hellenistic,Syria,Anatolia,Berytus,Pergamon,1
Hellenistic,Syria,Anatolia,Berytus,Perge,1
Hellenistic,Syria,Anatolia,Berytus,Rhodes,3
Hellenistic,Syria,Anatolia,Berytus,Side,5
Hellenistic,Syria,Anatolia,Jebel Khallid,Lampsakos?,1
Hellenistic,Syria,Anatolia,Jebel Khallid,Sardis,1
Hellenistic,Syria,Anatolia,Seleucia Pieria,Magnesia ad Maeandrum,1
Hellenistic,Syria,Anatolia,Seleucia Pieria,Rhodes,2
Hellenistic,Syria,Anatolia,Seleucia Pieria,Side,2
Hellenistic,Syria,Anatolia,Tille,uncertain,1
Hellenistic,Syria,Balkans,Antioch,Athens,1
Hellenistic,Syria,Balkans,Antioch,Histiaea (Euboea),1
Hellenistic,Syria,Balkans,Berytus,uncertain,2
Hellenistic,Syria,Balkans,Seleucia Pieria,uncertain,1
Hellenistic,Syria,Cilicia,Antioch,Alexandria ad Issum,1
Hellenistic,Syria,Cilicia,Antioch,Mopsus,1
Hellenistic,Syria,Cilicia,Antioch,Tarsus,2
Hellenistic,Syria,Cilicia,Jebel Khallid,Tarsus,1
Hellenistic,Syria,Cilicia,Seleucia Pieria,Mopsus,1
Hellenistic,Syria,Cilicia,Seleucia Pieria,Tarsus,15
Hellenistic,Syria,Cilicia,Seleucia Pieria,Tarsus?,3
Hellenistic,Syria,Cyprus,Antioch,Salamis,1
Hellenistic,Syria,Cyprus,Seleucia Pieria,Salamis,4
Hellenistic,Syria,East,Antioch,Carrhae,2
Hellenistic,Syria,East,Antioch,Seleucia Tigris,2
Hellenistic,Syria,East,Jebel Khallid,Ecbatana,1
Hellenistic,Syria,East,Jebel Khallid,Seleucia Tigris,1
Hellenistic,Syria,East,Oumm El'Marra,Seleucia Tigris,1
Hellenistic,Syria,East,Palmyra,Ecbatana,1
Hellenistic,Syria,East,Palmyra,Seleucia Tigris,1
Hellenistic,Syria,East,Seleucia Pieria,Dura-Europos,1
Hellenistic,Syria,East,Seleucia Pieria,Seleucia on the Tigris,1
Hellenistic,Syria,East,Seleucia Pieria,Seleucia Tigris,3
Hellenistic,Syria,East,Tell abou Danne,Seleucia Tigris,1
Hellenistic,Syria,East,Tille,Edessa,1
Hellenistic,Syria,Egypt,Antioch,Ptolemaic,10
Hellenistic,Syria,Egypt,Berytus,Alexandria,24
Hellenistic,Syria,Egypt,Seleucia Pieria,uncertain,21
Hellenistic,Syria,Italy/Sicily,Berytus,Rhegion,1
Hellenistic,Syria,Italy/Sicily,Jebel Khallid,Rome,1
Hellenistic,Syria,Southern Levant,Antioch,Coins of the Jews,1
Hellenistic,Syria,Southern Levant,Seleucia Pieria,uncertain,1
Hellenistic,Syria,Syria,Antioch,Ake-Ptolemais,2
Hellenistic,Syria,Syria,Antioch,Antioch,775
Hellenistic,Syria,Syria,Antioch,Apamea?,35
Hellenistic,Syria,Syria,Antioch,Aradus,6
Hellenistic,Syria,Syria,Antioch,Berytus,1
Hellenistic,Syria,Syria,Antioch,Byblus,1
Hellenistic,Syria,Syria,Antioch,Damascus,3
Hellenistic,Syria,Syria,Antioch,Seleucia Pieria,15
Hellenistic,Syria,Syria,Antioch,Tripolis,1
Hellenistic,Syria,Syria,Antioch,Tyre,4
Hellenistic,Syria,Syria,Antioch,uncertain,32
Hellenistic,Syria,Syria,Berytus,Antioch,12
Hellenistic,Syria,Syria,Berytus,Antioch?,92
Hellenistic,Syria,Syria,Berytus,Aradus,8
Hellenistic,Syria,Syria,Berytus,Bertyus,3
Hellenistic,Syria,Syria,Berytus,Berytus,17
Hellenistic,Syria,Syria,Berytus,Marathus,2
Hellenistic,Syria,Syria,Berytus,Ptolemais,18
Hellenistic,Syria,Syria,Berytus,Ptolemais?,1
Hellenistic,Syria,Syria,Berytus,Sidon,6
Hellenistic,Syria,Syria,Berytus,Tyre,24
Hellenistic,Syria,Syria,Berytus,Tyre?,1
Hellenistic,Syria,Syria,Berytus,uncertain,1
Hellenistic,Syria,Syria,Gindaros,Antioch,5
Hellenistic,Syria,Syria,Gindaros,Antioch?,7
Hellenistic,Syria,Syria,Hama,Apamea,1
Hellenistic,Syria,Syria,Hama,Aradus,3
Hellenistic,Syria,Syria,Hama,Marathus,4
Hellenistic,Syria,Syria,Hama,Seleucia Pieria,3
Hellenistic,Syria,Syria,Jebel Khallid,Antioch,107
Hellenistic,Syria,Syria,Jebel Khallid,Aradus,1
Hellenistic,Syria,Syria,Jebel Khallid,Damascus,2
Hellenistic,Syria,Syria,Jebel Khallid,Hierapolis,1
Hellenistic,Syria,Syria,Jebel Khallid,Seleucia Pieria,1
Hellenistic,Syria,Syria,Jebel Khallid,Sidon,1
Hellenistic,Syria,Syria,Jebel Khallid,Tyre,1
Hellenistic,Syria,Syria,Oumm El'Marra,Antioch,3
Hellenistic,Syria,Syria,Palmyra,Antioch,6
Hellenistic,Syria,Syria,Palmyra,Aradus,2
Hellenistic,Syria,Syria,Palmyra,Sidon,1
Hellenistic,Syria,Syria,Seleucia Pieria,Ake-Ptolemais,1
Hellenistic,Syria,Syria,Seleucia Pieria,Antigonea,1
Hellenistic,Syria,Syria,Seleucia Pieria,Antioch,129
Hellenistic,Syria,Syria,Seleucia Pieria,Antioch?,4
Hellenistic,Syria,Syria,Seleucia Pieria,Apamea?,3
Hellenistic,Syria,Syria,Seleucia Pieria,Aradus,1
Hellenistic,Syria,Syria,Seleucia Pieria,Berytus,1
Hellenistic,Syria,Syria,Seleucia Pieria,Seleucia Pieria,27
Hellenistic,Syria,Syria,Seleucia Pieria,Seleucia Pieria?,1
Hellenistic,Syria,Syria,Seleucia Pieria,uncertain,12
Hellenistic,Syria,Syria,Tell abou Danne,Antioch,45
Hellenistic,Syria,Syria,Tell abou Danne,Tyre,1
Hellenistic,Syria,Syria,Tell el Hajj,Antioch,3
Hellenistic,Syria,Syria,Tell el Hajj,Aradus,1
Hellenistic,Syria,Syria,Tell Rifa'at,Antioch,6
Hellenistic,Syria,Syria,Tyre,Tyre,6
Hellenistic,Syria,Syria,Tyre,uncertain,1
Hellenistic,Syria,Syria,Zeugma,Antioch,4
Hellenistic,Syria,Syria,Zeugma,Byblus,1
Hellenistic,Syria,NA,Hama,NA,24
Hellenistic,West,Balkans,Idanha-a-Velha,uncertain,1
Hellenistic,West,Italy/Sicily,Bath,Rome?,1
Hellenistic,West,Italy/Sicily,Conimbriga,Rome,18
Hellenistic,West,Italy/Sicily,Idanha-a-Velha,Rome,3
Hellenistic,West,Italy/Sicily,Segobriga,Rome,8
Hellenistic,West,Italy/Sicily,Silchester,Rome?,1
Hellenistic,West,West,Conimbriga,Bilbilis,1
Hellenistic,West,West,Conimbriga,Castuo,2
Hellenistic,West,West,Conimbriga,Obulco (Porcuna),3
Hellenistic,West,West,Conimbriga,Ulia,1
Hellenistic,West,West,Idanha-a-Velha,Castulo,1
Hellenistic,West,West,Segobriga,Arse (Sagunto, Valencia),1
Hellenistic,West,West,Segobriga,Bolskan (Huesca),3
Hellenistic,West,West,Segobriga,Castulo,5
Hellenistic,West,West,Segobriga,Ikalesken (Iniesta, Cuenca),1
Hellenistic,West,West,Segobriga,Kelse (Zaragoza),5
Hellenistic,West,West,Segobriga,Konterbia Karbika (Cuenca),3
Hellenistic,West,West,Segobriga,Mertola,1
Hellenistic,West,West,Segobriga,Sekaisa (Zaragoza),1
High.Roman,Africa,Africa,Carthage,Carthage,1
High.Roman,Africa,Africa,Cyrene,Cyrenaica,24
High.Roman,Africa,Africa,Cyrene,Cyrene,50
High.Roman,Africa,Africa,Sabratha,Lepcis Magnus,1
High.Roman,Africa,Africa,Sabratha,Sabratha,4
High.Roman,Africa,Balkans,Cyrene,Thessalonica,1
High.Roman,Africa,Egypt,Carthage,Alexandria,1
High.Roman,Africa,Egypt,Cyrene,uncertain,5
High.Roman,Africa,Egypt,Sabratha,Alexandria,1
High.Roman,Africa,Italy/Sicily,Carthage,Rome,1
High.Roman,Africa,Italy/Sicily,Carthage,uncertain,1
High.Roman,Africa,Italy/Sicily,Cyrene,Rome,8
High.Roman,Africa,Italy/Sicily,Sabratha,Rome,2
High.Roman,Africa,Italy/Sicily,Sabratha,Rome?,16
High.Roman,Africa,Southern Levant,Cyrene,uncertain,1
High.Roman,Anatolia,Anatolia,Andriake (Myra),Antiphellos (Lycia),4
High.Roman,Anatolia,Anatolia,Andriake (Myra),Kragos (Lycia),1
High.Roman,Anatolia,Anatolia,Andriake (Myra),Kremna (Pisidia),1
High.Roman,Anatolia,Anatolia,Andriake (Myra),Kyenai (Lycia),2
High.Roman,Anatolia,Anatolia,Andriake (Myra),Limyra (Lycia),1
High.Roman,Anatolia,Anatolia,Andriake (Myra),Masikytos (Lycia),2
High.Roman,Anatolia,Anatolia,Andriake (Myra),Phellos (Lycia),1
High.Roman,Anatolia,Anatolia,Andriake (Myra),Rhodes,1
High.Roman,Anatolia,Anatolia,Aphrodisias,Antioch (Caria),10
High.Roman,Anatolia,Anatolia,Aphrodisias,Aphrodisias,43
High.Roman,Anatolia,Anatolia,Aphrodisias,Apollonia Salbace,1
High.Roman,Anatolia,Anatolia,Aphrodisias,Laodiceia (Phrygia),6
High.Roman,Anatolia,Anatolia,Aphrodisias,Mylasa,1
High.Roman,Anatolia,Anatolia,Aphrodisias,Sardis,1
High.Roman,Anatolia,Anatolia,Aphrodisias,Smyrna,1
High.Roman,Anatolia,Anatolia,Aphrodisias,Tabai,2
High.Roman,Anatolia,Anatolia,Aphrodisias,Tralles,1
High.Roman,Anatolia,Anatolia,Cankirikapi,Ancyra (Galatia),1
High.Roman,Anatolia,Anatolia,Cankirikapi,Ancyra (Phrygia),1
High.Roman,Anatolia,Anatolia,Cankirikapi,Aphrodisias,1
High.Roman,Anatolia,Anatolia,Cankirikapi,Nysa (Lydia),1
High.Roman,Anatolia,Anatolia,Cankirikapi,Parium (Mysia),1
High.Roman,Anatolia,Anatolia,Cankirikapi,Pergamon,1
High.Roman,Anatolia,Anatolia,Cankirikapi,Pessinus,2
High.Roman,Anatolia,Anatolia,Cankirikapi,Side (Pamphylia),1
High.Roman,Anatolia,Anatolia,Cankirikapi,Smyrna (Ionia),1
High.Roman,Anatolia,Anatolia,Cankirikapi,Stratonikeia,1
High.Roman,Anatolia,Anatolia,Cankirikapi,Tabai,2
High.Roman,Anatolia,Anatolia,Ephesus,Colophon (Ionia),1
High.Roman,Anatolia,Anatolia,Ephesus,Ephesus,36
High.Roman,Anatolia,Anatolia,Ephesus,Magnesia,1
High.Roman,Anatolia,Anatolia,Ephesus,Miletos,2
High.Roman,Anatolia,Anatolia,Ephesus,Pergamon,2
High.Roman,Anatolia,Anatolia,Ephesus,Sardis,2
High.Roman,Anatolia,Anatolia,Ephesus,Smyrna,1
High.Roman,Anatolia,Anatolia,Ephesus,uncertain,8
High.Roman,Anatolia,Anatolia,Hierapolis,Ancyra,2
High.Roman,Anatolia,Anatolia,Hierapolis,Antioch (Pisidia),1
High.Roman,Anatolia,Anatolia,Hierapolis,Antioch Maeandrum,1
High.Roman,Anatolia,Anatolia,Hierapolis,Aphrodisias,1
High.Roman,Anatolia,Anatolia,Hierapolis,Apollonia Salbace,1
High.Roman,Anatolia,Anatolia,Hierapolis,Blaundus,1
High.Roman,Anatolia,Anatolia,Hierapolis,Ephesus,2
High.Roman,Anatolia,Anatolia,Hierapolis,Germe,1
High.Roman,Anatolia,Anatolia,Hierapolis,Halicarnassus,2
High.Roman,Anatolia,Anatolia,Hierapolis,Hierapolis,18
High.Roman,Anatolia,Anatolia,Hierapolis,Hierocaesareia,1
High.Roman,Anatolia,Anatolia,Hierapolis,Hyrcanis,1
High.Roman,Anatolia,Anatolia,Hierapolis,Laodiceia,28
High.Roman,Anatolia,Anatolia,Hierapolis,Mastaura,1
High.Roman,Anatolia,Anatolia,Hierapolis,Philadelphia,1
High.Roman,Anatolia,Anatolia,Hierapolis,Sardis,3
High.Roman,Anatolia,Anatolia,Hierapolis,Silandus,1
High.Roman,Anatolia,Anatolia,Hierapolis,Smyrna,1
High.Roman,Anatolia,Anatolia,Hierapolis,Tripolis,2
High.Roman,Anatolia,Anatolia,Pergamon,Aegae,1
High.Roman,Anatolia,Anatolia,Pergamon,Colophon,1
High.Roman,Anatolia,Anatolia,Pergamon,Elaia (Aeolis),40
High.Roman,Anatolia,Anatolia,Pergamon,Epikteteis (Phrygia),1
High.Roman,Anatolia,Anatolia,Pergamon,Germe,1
High.Roman,Anatolia,Anatolia,Pergamon,Hermokapeleia,2
High.Roman,Anatolia,Anatolia,Pergamon,Mytilene (Lesbos),1
High.Roman,Anatolia,Anatolia,Pergamon,Parium,2
High.Roman,Anatolia,Anatolia,Pergamon,Pergamon,111
High.Roman,Anatolia,Anatolia,Pergamon,Philadelphia,1
High.Roman,Anatolia,Anatolia,Pergamon,Sardis,6
High.Roman,Anatolia,Anatolia,Pergamon,Sinope,1
High.Roman,Anatolia,Anatolia,Pergamon,Temnos (Aeolis),1
High.Roman,Anatolia,Anatolia,Sagalassos,Apollonis (Lydia),1
High.Roman,Anatolia,Anatolia,Sagalassos,Attaleaa (Pamphylia),1
High.Roman,Anatolia,Anatolia,Sagalassos,Attaleia (Pamphylia),3
High.Roman,Anatolia,Anatolia,Sagalassos,Attalia (Pamphylia),1
High.Roman,Anatolia,Anatolia,Sagalassos,Grimenothyrae? (Phrygia),1
High.Roman,Anatolia,Anatolia,Sagalassos,Hierapolis Sebaste,1
High.Roman,Anatolia,Anatolia,Sagalassos,Laodicea (Phrygia),1
High.Roman,Anatolia,Anatolia,Sagalassos,Mylasa (Caria),1
High.Roman,Anatolia,Anatolia,Sagalassos,Perge,6
High.Roman,Anatolia,Anatolia,Sagalassos,Perge (Pamphylia),1
High.Roman,Anatolia,Anatolia,Sagalassos,Sagalassos,30
High.Roman,Anatolia,Anatolia,Sagalassos,Selge,5
High.Roman,Anatolia,Anatolia,Sagalassos,Termessos,1
High.Roman,Anatolia,Anatolia,Sagalassos,uncertain,1
High.Roman,Anatolia,Anatolia,Sardis,Adramyteum (Mysia),1
High.Roman,Anatolia,Anatolia,Sardis,Ancyra (Phrygia),1
High.Roman,Anatolia,Anatolia,Sardis,Antioch ad Meandrum (Caria),1
High.Roman,Anatolia,Anatolia,Sardis,Apameia (Phrygia),2
High.Roman,Anatolia,Anatolia,Sardis,Bagis (Lydia),1
High.Roman,Anatolia,Anatolia,Sardis,Blaundus,1
High.Roman,Anatolia,Anatolia,Sardis,Caystriani,1
High.Roman,Anatolia,Anatolia,Sardis,Chios,1
High.Roman,Anatolia,Anatolia,Sardis,Cibyra (Phrygia),2
High.Roman,Anatolia,Anatolia,Sardis,Cilbiani Inferiores,1
High.Roman,Anatolia,Anatolia,Sardis,Daldis,1
High.Roman,Anatolia,Anatolia,Sardis,Elaea (Aeolis),1
High.Roman,Anatolia,Anatolia,Sardis,Ephesus,5
High.Roman,Anatolia,Anatolia,Sardis,Eucarpeia (Phrygia),1
High.Roman,Anatolia,Anatolia,Sardis,Germe,2
High.Roman,Anatolia,Anatolia,Sardis,Hermocapelia,2
High.Roman,Anatolia,Anatolia,Sardis,Hierocaesarea,1
High.Roman,Anatolia,Anatolia,Sardis,Hierocaesarea (Lydia),1
High.Roman,Anatolia,Anatolia,Sardis,Hypaepa,2
High.Roman,Anatolia,Anatolia,Sardis,Laodiceia (Phrygia),2
High.Roman,Anatolia,Anatolia,Sardis,Maeonia,2
High.Roman,Anatolia,Anatolia,Sardis,Magnesia ad Sipylum,1
High.Roman,Anatolia,Anatolia,Sardis,Mostene,2
High.Roman,Anatolia,Anatolia,Sardis,Nacrasa,1
High.Roman,Anatolia,Anatolia,Sardis,Nicaea (Bithynia),1
High.Roman,Anatolia,Anatolia,Sardis,Nicomedia (Bithynia),1
High.Roman,Anatolia,Anatolia,Sardis,Pergamum,11
High.Roman,Anatolia,Anatolia,Sardis,Philadelphia,3
High.Roman,Anatolia,Anatolia,Sardis,Sala,1
High.Roman,Anatolia,Anatolia,Sardis,Sardis,120
High.Roman,Anatolia,Anatolia,Sardis,Sebaste (Phrygia),1
High.Roman,Anatolia,Anatolia,Sardis,Smyrna,4
High.Roman,Anatolia,Anatolia,Sardis,Stratonicea,1
High.Roman,Anatolia,Anatolia,Sardis,Teos,1
High.Roman,Anatolia,Anatolia,Sardis,Thyatira,3
High.Roman,Anatolia,Anatolia,Sardis,Tralles,1
High.Roman,Anatolia,Anatolia,Sardis,Tripolis,1
High.Roman,Anatolia,Anatolia,Sardis,uncertain,28
