period,Find.Territory,Source.Territory,Find.Site,Source.Site,sites.counts
High.Roman,Southern Levant,Syria,Bethsaida,Tyre,8
High.Roman,Southern Levant,Syria,Caesarea Maritima,Ake-Ptolemais,1
High.Roman,Southern Levant,Syria,Caesarea Maritima,Antioch,4
High.Roman,Southern Levant,Syria,Caesarea Maritima,Berytus,1
High.Roman,Southern Levant,Syria,Caesarea Maritima,Canatha (Kanata),1
High.Roman,Southern Levant,Syria,Caesarea Maritima,Dora,4
High.Roman,Southern Levant,Syria,Caesarea Maritima,Gaba,1
High.Roman,Southern Levant,Syria,Caesarea Maritima,Paneas,7
High.Roman,Southern Levant,Syria,Caesarea Maritima,Sidon,1
High.Roman,Southern Levant,Syria,Caesarea Maritima,Tyre,8
High.Roman,Southern Levant,Syria,En-Gedi,Antioch,1
High.Roman,Southern Levant,Syria,Horvat 'Eleq,Antioch,1
High.Roman,Southern Levant,Syria,Horvat 'Eleq,Dora,1
High.Roman,Southern Levant,Syria,Horvat 'Eleq,Tyre,1
High.Roman,Southern Levant,Syria,Jaffa,Antioch,15
High.Roman,Southern Levant,Syria,Jaffa,Tyre,2
High.Roman,Southern Levant,Syria,Jerash,Antioch,6
High.Roman,Southern Levant,Syria,Jerash,Berytus,1
High.Roman,Southern Levant,Syria,Jerash,Tyre,4
High.Roman,Southern Levant,Syria,Jerusalem,Antioch,3
High.Roman,Southern Levant,Syria,Jerusalem,Berytus,1
High.Roman,Southern Levant,Syria,Jerusalem,Dora,1
High.Roman,Southern Levant,Syria,Jerusalem,Gadara,1
High.Roman,Southern Levant,Syria,Jerusalem,uncertain,1
High.Roman,Southern Levant,Syria,Masada,Ake-Ptolemais,2
High.Roman,Southern Levant,Syria,Masada,Antioch,16
High.Roman,Southern Levant,Syria,Masada,Antioch?,6
High.Roman,Southern Levant,Syria,Masada,Canatha,1
High.Roman,Southern Levant,Syria,Masada,Dora,11
High.Roman,Southern Levant,Syria,Masada,Sidon,3
High.Roman,Southern Levant,Syria,Masada,Tyre,10
High.Roman,Southern Levant,Syria,Masada,Tyre?,1
High.Roman,Southern Levant,Syria,Paneas,Sidon,3
High.Roman,Southern Levant,Syria,Pella,Antioch,1
High.Roman,Southern Levant,Syria,Qiryat Sefer,Antioch,2
High.Roman,Southern Levant,Syria,Samaria,Antioch,27
High.Roman,Southern Levant,Syria,Samaria,Damascus,2
High.Roman,Southern Levant,Syria,Samaria,Dora,3
High.Roman,Southern Levant,Syria,Samaria,Ptolemais-Ake,4
High.Roman,Southern Levant,Syria,Samaria,Sidon,1
High.Roman,Southern Levant,Syria,Samaria,Tyre,22
High.Roman,Southern Levant,Syria,Si (Hauran),Bostra,5
High.Roman,Southern Levant,Syria,Si (Hauran),Canatha,9
High.Roman,Southern Levant,Syria,Tel Anafa,Sidon,3
High.Roman,Southern Levant,Syria,Tel Anafa,Tyre,18
High.Roman,Southern Levant,Syria,Tel Anafa,uncertain,20
High.Roman,Southern Levant,Syria,Tel Beth-Shean,Berytus,1
High.Roman,Southern Levant,Syria,Tel Beth-Shean,Tyre,1
High.Roman,Southern Levant,Syria,Tel Jezreel,Dora,1
High.Roman,Southern Levant,Syria,Tel Jezreel,Tyre,2
High.Roman,Syria,Anatolia,Antioch,Perga (Lycia and Pamphylia),1
High.Roman,Syria,Anatolia,Antioch,Pergamon,5
High.Roman,Syria,Anatolia,Antioch,Rhodes,1
High.Roman,Syria,Anatolia,Antioch,Side,2
High.Roman,Syria,Anatolia,Berytus,Etenna (Pisidia),1
High.Roman,Syria,Anatolia,Berytus,Nicaea,1
High.Roman,Syria,Anatolia,Berytus,Parium (Mysia),1
High.Roman,Syria,Anatolia,Palmyra,Ancyra (Galatia),1
High.Roman,Syria,Anatolia,Palmyra,Bithynia,2
High.Roman,Syria,Anatolia,Palmyra,Pergamon,1
High.Roman,Syria,Anatolia,Palmyra,Tavium (Galatia),1
High.Roman,Syria,Anatolia,Seleucia Pieria,Cos,1
High.Roman,Syria,Anatolia,Seleucia Pieria,Ephesus,1
High.Roman,Syria,Anatolia,Seleucia Pieria,Pergamon,2
High.Roman,Syria,Anatolia,Tyre,Rhodes,1
High.Roman,Syria,Balkans,Antioch,Thessalonica,1
High.Roman,Syria,Cappadocia,Antioch,Caesarea,1
High.Roman,Syria,Cappadocia,Palmyra,Caesarea,2
High.Roman,Syria,Cappadocia,Tille,Caesarea,2
High.Roman,Syria,Cilicia,Antioch,Mallus,1
High.Roman,Syria,Cilicia,Antioch,Tarsus,2
High.Roman,Syria,Cyprus,Berytus,uncertain,1
High.Roman,Syria,East,Antioch,Seleucia Tigris,1
High.Roman,Syria,East,Palmyra,Characene,3
High.Roman,Syria,East,Palmyra,Edessa,1
High.Roman,Syria,East,Palmyra,Seleucia Tigris,1
High.Roman,Syria,Egypt,Antioch,Alexandria,10
High.Roman,Syria,Egypt,Antioch,Ptolemaic,1
High.Roman,Syria,Egypt,Berytus,Alexandria,3
High.Roman,Syria,Egypt,Seleucia Pieria,uncertain,1
High.Roman,Syria,Italy/Sicily,Antioch,Rome,16
High.Roman,Syria,Italy/Sicily,Antioch/Seleucia,Rome,67
High.Roman,Syria,Italy/Sicily,Apamea,Rome,1
High.Roman,Syria,Italy/Sicily,Berytus,Rome,5
High.Roman,Syria,Italy/Sicily,Palmyra,Rome,2
High.Roman,Syria,Italy/Sicily,Palmyra,Rome?,4
High.Roman,Syria,Italy/Sicily,Perrhe,Rome,1
High.Roman,Syria,Italy/Sicily,Tell Rifa'at,Rome,1
High.Roman,Syria,Italy/Sicily,Tille,Rome,2
High.Roman,Syria,Italy/Sicily,Zeugma,Rome,3
High.Roman,Syria,Southern Levant,Antioch,Ascalon,1
High.Roman,Syria,Southern Levant,Antioch,Caesarea,1
High.Roman,Syria,Southern Levant,Antioch,Coins of the Jews,8
High.Roman,Syria,Southern Levant,Antioch,Nabataean Kingdom,21
High.Roman,Syria,Southern Levant,Apamea,Coin of the Jews,1
High.Roman,Syria,Southern Levant,Berytus,Ascalon,2
High.Roman,Syria,Southern Levant,Berytus,Caesarea Maritima?,1
High.Roman,Syria,Southern Levant,Berytus,Jerusalem,4
High.Roman,Syria,Southern Levant,Berytus,Neronias?,1
High.Roman,Syria,Southern Levant,Berytus,Paneas,1
High.Roman,Syria,Southern Levant,Berytus,uncertain,22
High.Roman,Syria,Southern Levant,Hama,uncertain,2
High.Roman,Syria,Southern Levant,Palmyra,Nabataea,7
High.Roman,Syria,Southern Levant,Palmyra,uncertain,2
High.Roman,Syria,Southern Levant,Seleucia Pieria,uncertain,4
High.Roman,Syria,Southern Levant,Tell el Hajj,uncertain,2
High.Roman,Syria,Southern Levant,Tille,Jerusalem,1
High.Roman,Syria,Southern Levant,Zeugma,uncertain,2
High.Roman,Syria,Syria,Antioch,Antioch,845
High.Roman,Syria,Syria,Antioch,Antioch ,6
High.Roman,Syria,Syria,Antioch,Antioch?,1
High.Roman,Syria,Syria,Antioch,Apamea,1
High.Roman,Syria,Syria,Antioch,Aradus,1
High.Roman,Syria,Syria,Antioch,Canata,1
High.Roman,Syria,Syria,Antioch,Cyrrhus,2
High.Roman,Syria,Syria,Antioch,Laodicea ad Mare,8
High.Roman,Syria,Syria,Antioch,Raphanea?,1
High.Roman,Syria,Syria,Antioch,Seleucia Pieria,17
High.Roman,Syria,Syria,Antioch,uncertain,3
High.Roman,Syria,Syria,Antioch,Zeugma,1
High.Roman,Syria,Syria,Antioch/Seleucia,Antioch,17
High.Roman,Syria,Syria,Antioch/Seleucia,uncertain,3
High.Roman,Syria,Syria,Apamea,Antioch,5
High.Roman,Syria,Syria,Apamea,uncertain,1
High.Roman,Syria,Syria,Berytus,Antioch,66
High.Roman,Syria,Syria,Berytus,Berytus,85
High.Roman,Syria,Syria,Berytus,Byblus,1
High.Roman,Syria,Syria,Berytus,Chalcis,3
High.Roman,Syria,Syria,Berytus,Damascus,1
High.Roman,Syria,Syria,Berytus,Dora,1
High.Roman,Syria,Syria,Berytus,Sidon,3
High.Roman,Syria,Syria,Berytus,Tripolis,1
High.Roman,Syria,Syria,Berytus,Tyre,5
High.Roman,Syria,Syria,Gindaros,Antioch,9
High.Roman,Syria,Syria,Gindaros,Antioch?,1
High.Roman,Syria,Syria,Hama,Antioch,22
High.Roman,Syria,Syria,Hama,Apamea,24
High.Roman,Syria,Syria,Hama,Aradus,21
High.Roman,Syria,Syria,Hama,Dora,1
High.Roman,Syria,Syria,Hama,Laodicea ad Mare,4
High.Roman,Syria,Syria,Hama,Seleucia Pieria,2
High.Roman,Syria,Syria,Hama,Tripolis,1
High.Roman,Syria,Syria,Hama,uncertain,4
High.Roman,Syria,Syria,Jebel Khallid,Antioch,1
High.Roman,Syria,Syria,Oumm El'Marra,Antioch,1
High.Roman,Syria,Syria,Palmyra,Antioch,45
High.Roman,Syria,Syria,Palmyra,Antioch?,1
High.Roman,Syria,Syria,Palmyra,Damascus,12
High.Roman,Syria,Syria,Palmyra,Laodicea Mare,2
High.Roman,Syria,Syria,Palmyra,Palmyra,2
High.Roman,Syria,Syria,Palmyra,Samosata,2
High.Roman,Syria,Syria,Perrhe,Antioch,1
High.Roman,Syria,Syria,Perrhe,Doliche,1
High.Roman,Syria,Syria,Perrhe,Laodicea ad Mare,2
High.Roman,Syria,Syria,Perrhe,Samosata,1
High.Roman,Syria,Syria,Perrhe,uncertain,2
High.Roman,Syria,Syria,Raphanea,Antioch,1
High.Roman,Syria,Syria,Ras Shamra,Laodicea ad Mare,7
High.Roman,Syria,Syria,Seleucia Pieria,Antioch,52
High.Roman,Syria,Syria,Seleucia Pieria,Laodicea ad Mare,1
High.Roman,Syria,Syria,Seleucia Pieria,Seleucia Pieria,55
High.Roman,Syria,Syria,Seleucia Pieria,Tyre,1
High.Roman,Syria,Syria,Seleucia Pieria,uncertain,2
High.Roman,Syria,Syria,Tell abou Danne,Antioch,24
High.Roman,Syria,Syria,Tell Barri,Hierapolis,1
High.Roman,Syria,Syria,Tell el Hajj,Antioch,11
High.Roman,Syria,Syria,Tell el Hajj,Hierapolis,1
High.Roman,Syria,Syria,Tell el Hajj,Laodicea ad Mare,1
High.Roman,Syria,Syria,Tell Rifa'at,Antioch,5
High.Roman,Syria,Syria,Tell Rifa'at,Laodicea ad Mare?,1
High.Roman,Syria,Syria,Tille,Antioch,5
High.Roman,Syria,Syria,Tille,Cyrrhus,1
High.Roman,Syria,Syria,Tille,Samosata,1
High.Roman,Syria,Syria,Tille,uncertain,6
High.Roman,Syria,Syria,Tille,Zeugma,2
High.Roman,Syria,Syria,Tyre,Antioch,1
High.Roman,Syria,Syria,Tyre,Sidon,1
High.Roman,Syria,Syria,Tyre,Tyre,70
High.Roman,Syria,Syria,Zeugma,Antioch,8
High.Roman,Syria,Syria,Zeugma,Beroea,1
High.Roman,Syria,Syria,Zeugma,Chalcis,3
High.Roman,Syria,Syria,Zeugma,Cyrrhus,1
High.Roman,Syria,Syria,Zeugma,Hierapolis,3
High.Roman,Syria,Syria,Zeugma,uncertain,1
High.Roman,Syria,Syria,Zeugma,Zeugma,6
High.Roman,West,Cappadocia,Idanha-a-Velha,Caesarea,1
High.Roman,West,East,Bath,uncertain,4
High.Roman,West,Italy/Sicily,Bath,Rome,304
High.Roman,West,Italy/Sicily,Bath,Rome?,7
High.Roman,West,Italy/Sicily,Conimbriga,Rome,121
High.Roman,West,Italy/Sicily,Haltonchesters,Rome,38
High.Roman,West,Italy/Sicily,Idanha-a-Velha,Catania,1
High.Roman,West,Italy/Sicily,Idanha-a-Velha,Rome,23
High.Roman,West,Italy/Sicily,Segobriga,Rome,110
High.Roman,West,Italy/Sicily,Silchester,Rome,29
High.Roman,West,Italy/Sicily,Silchester,Rome?,2
High.Roman,West,Syria,Bath,Antioch,3
High.Roman,West,Syria,Bath,Antioch?,20
High.Roman,West,Syria,Idanha-a-Velha,Antioch,1
High.Roman,West,West,Bath,Lugdunum,218
High.Roman,West,West,Bath,uncertain,613
High.Roman,West,West,Conimbriga,Caesar Augusta (Saragosse),2
High.Roman,West,West,Conimbriga,Calagurris (Calahorra),2
High.Roman,West,West,Conimbriga,Carteia,1
High.Roman,West,West,Conimbriga,Carthago Nova,1
High.Roman,West,West,Conimbriga,Castuo,1
High.Roman,West,West,Conimbriga,Celsa,1
High.Roman,West,West,Conimbriga,Colonia Patricia,5
High.Roman,West,West,Conimbriga,Colonia Romula,1
High.Roman,West,West,Conimbriga,Ebora,2
High.Roman,West,West,Conimbriga,Emerita,30
High.Roman,West,West,Conimbriga,Ercavica,1
High.Roman,West,West,Conimbriga,Irippo,2
High.Roman,West,West,Conimbriga,Italica,1
High.Roman,West,West,Conimbriga,Lyon,5
High.Roman,West,West,Conimbriga,Myrtilis,1
High.Roman,West,West,Conimbriga,Segobriga,1
High.Roman,West,West,Conimbriga,Tarraco,2
High.Roman,West,West,Conimbriga,Turiaso,1
High.Roman,West,West,Conimbriga,uncertain,51
High.Roman,West,West,Idanha-a-Velha,Calagurris,2
High.Roman,West,West,Idanha-a-Velha,Ebora,1
High.Roman,West,West,Idanha-a-Velha,Emerita,1
High.Roman,West,West,Idanha-a-Velha,Italica,1
High.Roman,West,West,Idanha-a-Velha,Murtili,1
High.Roman,West,West,Idanha-a-Velha,Salacia,1
High.Roman,West,West,Idanha-a-Velha,Spain,2
High.Roman,West,West,Idanha-a-Velha,uncertain,5
High.Roman,West,West,Segobriga,Bilbilis (Zaragoza),15
High.Roman,West,West,Segobriga,Caesar Augusta (Zaragonza),9
High.Roman,West,West,Segobriga,Calagurris (La Rioja),4
High.Roman,West,West,Segobriga,Carthago Nova (Cartagena),9
High.Roman,West,West,Segobriga,Castulo,1
High.Roman,West,West,Segobriga,Clunia (Burgos),2
High.Roman,West,West,Segobriga,Ieso (Guisona, Lerida),1
High.Roman,West,West,Segobriga,Ilici (Alicante),1
High.Roman,West,West,Segobriga,Kelse (Zaragoza),1
High.Roman,West,West,Segobriga,Konterbia Karbika (Cuenca),3
High.Roman,West,West,Segobriga,Lakine (Zaragoza),1
High.Roman,West,West,Segobriga,Lepida-Celsa (Zaragoza),9
High.Roman,West,West,Segobriga,Lugdunum,5
High.Roman,West,West,Segobriga,Lugdunum ,5
High.Roman,West,West,Segobriga,Obulco-Castulo,1
High.Roman,West,West,Segobriga,Osca (Huesca),1
High.Roman,West,West,Segobriga,Segobriga (Cuenca),38
High.Roman,West,West,Segobriga,Segobriga? (Cuenca),1
High.Roman,West,West,Segobriga,Tarraco,2
High.Roman,West,West,Segobriga,Turiaso (Zaragoza),2
High.Roman,West,West,Segobriga,uncertain,11
High.Roman,West,West,Silchester,Atrebates,4
High.Roman,West,West,Silchester,Catuvellauni,3
High.Roman,West,West,Silchester,Curiosolitae (Brittany),1
High.Roman,West,West,Silchester,Lyons,12
High.Roman,West,West,Silchester,Nimes,1
High.Roman,West,West,Silchester,Rouen-Amiens,1
High.Roman,West,West,Silchester,Trinovantes,2
High.Roman,West,West,Silchester,uncertain,2
Late.Roman,Africa,Italy/Sicily,Cyrene,Rome,6
Late.Roman,Africa,Italy/Sicily,Sabratha,Rome?,8
Late.Roman,Africa,West,Carthage,uncertain,5
Late.Roman,Anatolia,Anatolia,Andriake (Myra),Aspendos,1
Late.Roman,Anatolia,Anatolia,Andriake (Myra),Kyenai (Lycia),1
Late.Roman,Anatolia,Anatolia,Andriake (Myra),Myra (Lycia),1
Late.Roman,Anatolia,Anatolia,Andriake (Myra),Nicomedia,1
Late.Roman,Anatolia,Anatolia,Andriake (Myra),Olbasa (Pisidia),1
Late.Roman,Anatolia,Anatolia,Andriake (Myra),Perge (Pamphylia),1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Alabanda (Caria),2
Late.Roman,Anatolia,Anatolia,Aphrodisias,Antioch (Caria),3
Late.Roman,Anatolia,Anatolia,Aphrodisias,Antioch (Caria)?,1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Aphrodisias,92
Late.Roman,Anatolia,Anatolia,Aphrodisias,Bargasa (Caria),7
Late.Roman,Anatolia,Anatolia,Aphrodisias,Colophon (Ionia),1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Cyme (Mysia),1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Cyzicus,9
Late.Roman,Anatolia,Anatolia,Aphrodisias,Dioshieron (Lydia),1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Ephesus,14
Late.Roman,Anatolia,Anatolia,Aphrodisias,Eucarpeia,1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Hypaepa,2
Late.Roman,Anatolia,Anatolia,Aphrodisias,Laodiceia (Phrygia),3
Late.Roman,Anatolia,Anatolia,Aphrodisias,Magnesia,2
Late.Roman,Anatolia,Anatolia,Aphrodisias,Metropolis,3
Late.Roman,Anatolia,Anatolia,Aphrodisias,Nysa,1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Perge,1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Sardis,1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Stratonicea,1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Tabai,1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Thyatira,1
Late.Roman,Anatolia,Anatolia,Aphrodisias,Tralles,1
Late.Roman,Anatolia,Anatolia,Cankirikapi,Ancyra (Galatia),34
Late.Roman,Anatolia,Anatolia,Cankirikapi,Antiochia ad Maeandrum,1
Late.Roman,Anatolia,Anatolia,Cankirikapi,Germanikopolis (Paphlagonia),7
Late.Roman,Anatolia,Anatolia,Cankirikapi,Metropolis,1
Late.Roman,Anatolia,Anatolia,Cankirikapi,Neocaesarea (Pontus),1
Late.Roman,Anatolia,Anatolia,Cankirikapi,Nikaia (Bithynia),1
Late.Roman,Anatolia,Anatolia,Cankirikapi,Pessinus,3
Late.Roman,Anatolia,Anatolia,Cankirikapi,Prusias ad Hypium,1
Late.Roman,Anatolia,Anatolia,Cankirikapi,Side (Pamphylia),1
Late.Roman,Anatolia,Anatolia,Cankirikapi,Tavium (Galatia),3
Late.Roman,Anatolia,Anatolia,Ephesus,Cyzicus,2
Late.Roman,Anatolia,Anatolia,Ephesus,Cyzicus?,1
Late.Roman,Anatolia,Anatolia,Ephesus,Ephesus,7
Late.Roman,Anatolia,Anatolia,Ephesus,Hypaipa (Lydia),1
Late.Roman,Anatolia,Anatolia,Ephesus,Magnesia,1
Late.Roman,Anatolia,Anatolia,Ephesus,Metropolis (Ionia?),1
Late.Roman,Anatolia,Anatolia,Ephesus,Nysa (Lydia),1
Late.Roman,Anatolia,Anatolia,Ephesus,uncertain,2
Late.Roman,Anatolia,Anatolia,Hierapolis,Alexandria Troas,1
Late.Roman,Anatolia,Anatolia,Hierapolis,Ancyra,1
Late.Roman,Anatolia,Anatolia,Hierapolis,Antioch Maeandrum,1
Late.Roman,Anatolia,Anatolia,Hierapolis,Apamea,1
Late.Roman,Anatolia,Anatolia,Hierapolis,Attaleia,1
Late.Roman,Anatolia,Anatolia,Hierapolis,Cyzicus,4
Late.Roman,Anatolia,Anatolia,Hierapolis,Ephesus,1
Late.Roman,Anatolia,Anatolia,Hierapolis,Heraclea,1
Late.Roman,Anatolia,Anatolia,Hierapolis,Hierapolis,51
Late.Roman,Anatolia,Anatolia,Hierapolis,Laodiceia,5
Late.Roman,Anatolia,Anatolia,Hierapolis,Pergamum,1
Late.Roman,Anatolia,Anatolia,Hierapolis,Smyrna,2
Late.Roman,Anatolia,Anatolia,Hierapolis,Synaus,1
Late.Roman,Anatolia,Anatolia,Hierapolis,Tralles,1
Late.Roman,Anatolia,Anatolia,Hierapolis,Tripolis,1
Late.Roman,Anatolia,Anatolia,Niksar,Commana Pontica,1
Late.Roman,Anatolia,Anatolia,Niksar,Neocaesarea,11
Late.Roman,Anatolia,Anatolia,Pergamon,Akrasos (Lydia),1
Late.Roman,Anatolia,Anatolia,Pergamon,Cyzicus,6
Late.Roman,Anatolia,Anatolia,Pergamon,Ephesus,1
Late.Roman,Anatolia,Anatolia,Pergamon,Pergamon,19
Late.Roman,Anatolia,Anatolia,Pergamon,Pitane,1
Late.Roman,Anatolia,Anatolia,Pergamon,Thyatira,3
Late.Roman,Anatolia,Anatolia,Sagalassos,Aspendos (Pamphylia),2
Late.Roman,Anatolia,Anatolia,Sagalassos,Baris (Pisidia),2
Late.Roman,Anatolia,Anatolia,Sagalassos,Eucarpeia (Phrygia),1
Late.Roman,Anatolia,Anatolia,Sagalassos,Kremna (Pisidia),1
Late.Roman,Anatolia,Anatolia,Sagalassos,Perge,12
Late.Roman,Anatolia,Anatolia,Sagalassos,Perge (Pamphylia),2
Late.Roman,Anatolia,Anatolia,Sagalassos,Prymnessus (Phrygia),1
Late.Roman,Anatolia,Anatolia,Sagalassos,Sagalassos,22
Late.Roman,Anatolia,Anatolia,Sagalassos,Sagalassos?,1
Late.Roman,Anatolia,Anatolia,Sagalassos,Tripolis (Phrygia),1
Late.Roman,Anatolia,Anatolia,Sardis,Adramyteum (Mysia),1
Late.Roman,Anatolia,Anatolia,Sardis,Aezanis (Phrygia),1
Late.Roman,Anatolia,Anatolia,Sardis,Antioch ad Meandrum (Caria),1
Late.Roman,Anatolia,Anatolia,Sardis,Apollonis (Lydia),1
Late.Roman,Anatolia,Anatolia,Sardis,Colophon (Ionia),1
Late.Roman,Anatolia,Anatolia,Sardis,Conana (Pisidia),1
Late.Roman,Anatolia,Anatolia,Sardis,Cyzicus,8
Late.Roman,Anatolia,Anatolia,Sardis,Ephesus,6
Late.Roman,Anatolia,Anatolia,Sardis,Germe,1
Late.Roman,Anatolia,Anatolia,Sardis,Gordus Julia,2
Late.Roman,Anatolia,Anatolia,Sardis,Hypaepa,2
Late.Roman,Anatolia,Anatolia,Sardis,Laodiceia (Phrygia),2
Late.Roman,Anatolia,Anatolia,Sardis,Maeonia,8
Late.Roman,Anatolia,Anatolia,Sardis,Magnesia ad Maeandrum,3
Late.Roman,Anatolia,Anatolia,Sardis,Magnesia ad Sipylum,3
Late.Roman,Anatolia,Anatolia,Sardis,Metropolis,2
Late.Roman,Anatolia,Anatolia,Sardis,Miletus,1
Late.Roman,Anatolia,Anatolia,Sardis,Mostene,1
Late.Roman,Anatolia,Anatolia,Sardis,Nacrasa,1
Late.Roman,Anatolia,Anatolia,Sardis,Ococleia (Phrygia),1
Late.Roman,Anatolia,Anatolia,Sardis,Pergamum,3
Late.Roman,Anatolia,Anatolia,Sardis,Philadelphia,7
Late.Roman,Anatolia,Anatolia,Sardis,Phocaea,1
Late.Roman,Anatolia,Anatolia,Sardis,Saitta,1
Late.Roman,Anatolia,Anatolia,Sardis,Sala,1
Late.Roman,Anatolia,Anatolia,Sardis,Sardis,282
Late.Roman,Anatolia,Anatolia,Sardis,Smyrna,8
Late.Roman,Anatolia,Anatolia,Sardis,Stratonicea,1
Late.Roman,Anatolia,Anatolia,Sardis,Synaus (Phrygia),2
Late.Roman,Anatolia,Anatolia,Sardis,Temenothyrae (Phrygia),1
Late.Roman,Anatolia,Anatolia,Sardis,Thyatira,8
Late.Roman,Anatolia,Anatolia,Sardis,Tmolus,1
Late.Roman,Anatolia,Anatolia,Sardis,Tralles,1
Late.Roman,Anatolia,Anatolia,Sardis,Tripolis,1
Late.Roman,Anatolia,Anatolia,Sardis,uncertain,2
Late.Roman,Anatolia,Anatolia,Side,Ankyra (Phrygia),1
Late.Roman,Anatolia,Anatolia,Side,Antioch (Pisidia),1
Late.Roman,Anatolia,Anatolia,Side,Aspendos (Pamphylia),11
Late.Roman,Anatolia,Anatolia,Side,Attaleia (Pamphylia),2
Late.Roman,Anatolia,Anatolia,Side,Cyzicus,2
Late.Roman,Anatolia,Anatolia,Side,Etenna (Pisidia),1
Late.Roman,Anatolia,Anatolia,Side,Germe (Mysia),2
Late.Roman,Anatolia,Anatolia,Side,Peltai (Phrygia),1
Late.Roman,Anatolia,Anatolia,Side,Perge (Pamphylia),9
Late.Roman,Anatolia,Anatolia,Side,Prostanna (Pisidia),1
Late.Roman,Anatolia,Anatolia,Side,Sagalossos (Pisidia),2
Late.Roman,Anatolia,Anatolia,Side,Selge (Pisidia),2
Late.Roman,Anatolia,Anatolia,Side,Side,59
Late.Roman,Anatolia,Anatolia,Side,Sillyon,4
Late.Roman,Anatolia,Anatolia,Side,Traianopolis (Phrygia),1
Late.Roman,Anatolia,Anatolia,Side,Tripolis (Phrygia),3
Late.Roman,Anatolia,Anatolia,Side,uncertain,4
Late.Roman,Anatolia,Anatolia,Troy,Abydus,1
Late.Roman,Anatolia,Anatolia,Troy,Alexandria Troas,45
Late.Roman,Anatolia,Anatolia,Troy,Apollonis (Lydia),1
Late.Roman,Anatolia,Anatolia,Troy,Attaea (Mysia),1
Late.Roman,Anatolia,Anatolia,Troy,Attalea (Lydia),1
Late.Roman,Anatolia,Anatolia,Troy,Cyzicus,2
Late.Roman,Anatolia,Anatolia,Troy,Ilium,16
Late.Roman,Anatolia,Anatolia,Troy,Parium,8
Late.Roman,Anatolia,Balkans,Aphrodisias,Siscia,13
Late.Roman,Anatolia,Balkans,Cankirikapi,Psophis? (Arcadia),1
Late.Roman,Anatolia,Balkans,Ephesus,Serdica,1
Late.Roman,Anatolia,Balkans,Ephesus,Siscia,4
Late.Roman,Anatolia,Balkans,Hierapolis,Siscia,3
Late.Roman,Anatolia,Balkans,Pergamon,Athens,1
Late.Roman,Anatolia,Balkans,Pergamon,Siscia,2
Late.Roman,Anatolia,Balkans,Pergamon,Viminacium,1
Late.Roman,Anatolia,Balkans,Sardis,Siscia,8
Late.Roman,Anatolia,Balkans,Side,Viminacium,1
Late.Roman,Anatolia,Balkans,Troy,Byzantium,1
Late.Roman,Anatolia,Balkans,Troy,Coela,3
Late.Roman,Anatolia,Balkans,Troy,Siscia,4
Late.Roman,Anatolia,Cappadocia,Cankirikapi,Caesarea,1
Late.Roman,Anatolia,Cappadocia,Sardis,Caesarea,1
Late.Roman,Anatolia,Cilicia,Side,Anemorion,1
Late.Roman,Anatolia,Cilicia,Side,Colybrassos,2
Late.Roman,Anatolia,Cilicia,Side,Iotape,1
Late.Roman,Anatolia,Cilicia,Side,Kasai,1
Late.Roman,Anatolia,Cilicia,Side,Laerte,1
Late.Roman,Anatolia,Cilicia,Side,Lyrbe,2
Late.Roman,Anatolia,Cilicia,Side,Tarsus,3
Late.Roman,Anatolia,East,Cankirikapi,Carrhae,1
Late.Roman,Anatolia,East,Cankirikapi,Edessa,3
Late.Roman,Anatolia,East,Cankirikapi,Rhesaena,1
Late.Roman,Anatolia,Egypt,Side,Egypt,1
Late.Roman,Anatolia,Italy/Sicily,Andriake (Myra),Rome,3
Late.Roman,Anatolia,Italy/Sicily,Aphrodisias,Mediolanum,12
Late.Roman,Anatolia,Italy/Sicily,Aphrodisias,Rome,107
Late.Roman,Anatolia,Italy/Sicily,Ephesus,Rome,12
Late.Roman,Anatolia,Italy/Sicily,Hierapolis,Mediolanum,2
Late.Roman,Anatolia,Italy/Sicily,Hierapolis,Rome,19
Late.Roman,Anatolia,Italy/Sicily,Pergamon,Milan,2
Late.Roman,Anatolia,Italy/Sicily,Pergamon,Rome,18
Late.Roman,Anatolia,Italy/Sicily,Sagalassos,Rome,7
Late.Roman,Anatolia,Italy/Sicily,Sardis,Milan,8
Late.Roman,Anatolia,Italy/Sicily,Sardis,Rome,68
Late.Roman,Anatolia,Italy/Sicily,Side,Rome,15
Late.Roman,Anatolia,Italy/Sicily,Troy,Mediolanum,1
Late.Roman,Anatolia,Italy/Sicily,Troy,Rome,8
Late.Roman,Anatolia,Syria,Andriake (Myra),Antioch,1
Late.Roman,Anatolia,Syria,Cankirikapi,Antioch,1
Late.Roman,Anatolia,Syria,Cankirikapi,Gabala,1
Late.Roman,Anatolia,Syria,Cankirikapi,Zeugma (Commagene),1
